,Year,mesatop_arable_area_1,mesatop_cal_produced_1,drainage_arable_area_1,drainage_cal_produced_1,total_arable_area_1,total_cal_produced_1,cal_per_mt_1,cal_per_drainage_1,cal_per_ha_1,pop_1,pop_cal_needs_1,cal_difference_with_seed_1
216,915,76.50132447,163098087.8,3.443943929,5701791.134,79.9452684,168799878.9,2209060,1662570,2180850.337,125,65326625,61273284.19
217,916,70.52571418,140145716.1,3.205848392,5486292.764,73.73156258,145632008.8,1975190,1753045,1964105.253,126,65849238,43374768.62
218,917,72.16613908,165782926.3,3.189237678,5836292.914,75.35537675,171619219.2,2340905,1857275,2312698.188,127,66371851,62342563.43
219,918,75.78543249,129331621.2,3.378444139,7480352.875,79.16387663,136811974.1,1736210,2219805,1757681.265,129,67417077,35191903.58
220,919,78.71697844,160892916.6,3.427615065,7623283.165,82.14459351,168516199.7,2074835,2194885,2078011.663,130,67939690,58447459.81
221,920,73.12459334,136128390,0.97604296,1837705.238,74.10063629,137966095.3,1935850,1836555,1933107.829,131,68462303,35012268.45
222,921,74.89410199,146702259.7,3.371772304,6708328.74,78.26587429,153410588.4,2122680,2008580,2113515.231,132,68984916,46073025.31
223,922,71.60056997,164012405.8,0.96873943,1796428.576,72.5693094,165808834.3,2367680,1860460,2357536.556,133,69507529,54849096.74
224,923,26.89123036,41869571.86,0.026465619,48022.07509,26.91769598,41917593.94,1637160,1845795,1637172.868,134,70030142,-38591946.55
225,924,0,0,0,0,0,0,0,0,0,135,70552755,-70552755
226,925,73.47475432,146710255.2,3.461890265,7275557.86,76.93664459,153985813.1,1962135,2093140,1973689.616,136,71075368,44413991.79
227,926,72.53248957,152207183.5,3.482501675,6606849.131,76.01499124,158814032.7,2251970,1908900,2223620.956,137,71597981,47512543.51
228,927,73.61059287,197673514.2,0.968255385,1876876.804,74.57884826,199550391,2638860,1942360,2629453.036,138,72120594,77542199.24
229,928,73.10256809,152748882.1,3.360950435,5697012.75,76.46351852,158445894.9,2069795,1692180,2059180.272,139,72643207,46191214.17
230,929,75.65207133,150087704.3,3.477271307,5505790.008,79.12934264,155593494.3,1890735,1584450,1881715.067,140,73165820,43529300.76
231,930,71.6846828,197838212,0.953796018,1773790.266,72.63847882,199612002.2,2531270,1887025,2526139.492,141,73688433,76020568.67
232,931,72.14907267,96403904.44,3.366143885,6108739.371,75.51521655,102512643.8,1399860,1841315,1414887.502,142,74211046,2673436.86
233,932,75.08128597,186934647.1,0.977298102,1881452.453,76.05858407,188816099.6,2401105,1919050,2394864.492,143,74733659,66878415.67
234,933,72.94883277,179689691.4,3.404602083,6735374.991,76.35343485,186425066.4,2415385,2007250,2400915.469,143,74733659,65085140.82
235,934,74.38489609,152400499.6,0.977426676,1988303.986,75.36232277,154388803.6,2006900,2043055,2009302.835,144,75256272,40535330.73
236,935,74.9866889,213711334.6,1.000419134,2177520.034,75.98710803,215888854.7,2928625,2138010,2915446.177,145,75778885,86137755.99
237,936,73.65397243,183967520.7,3.436818068,7194716.388,77.0907905,191162237.1,2472050,2136155,2456965.69,146,76301498,67070179.79
238,937,74.33811187,145801740.1,3.378004194,6529170.511,77.71611606,152330910.6,1873340,1942920,1880220.922,147,76824111,37424071.95
239,938,73.63158788,157202381.7,3.50681892,6371152.793,77.1384068,163573534.5,2134475,1784090,2119442.762,148,77346724,45333426.86
240,939,74.82171288,151652092.5,0.964115149,1967237.425,75.78582802,153619330,2055900,2035495,2054969.643,148,77346724,37867773.47
241,940,74.62930047,102012712,3.43905787,7054304.747,78.06835834,109067016.8,1368150,2046695,1394625.446,148,77346724,4453538.577
242,941,71.75922565,180004330.5,3.400522303,5851269.429,75.15974795,185855599.9,2477300,1740270,2448255.348,148,77346724,62044975.92
243,942,71.70211667,131961666,3.394440015,7088099.401,75.09655669,139049765.4,1728265,2083410,1745439.253,148,77346724,26940600.06
244,943,72.36372967,130502385.5,0.962550591,2184021.051,73.32628027,132686406.6,1907850,2253615,1910710.817,148,77346724,22168080.93
245,944,0,0,0,0,0,0,0,0,0,148,77346724,-77346724
246,945,74.32375644,133772878.2,3.354892189,5893623.306,77.67864863,139666501.5,1744750,1722700,1749622.714,148,77346724,27403152.16
247,946,72.61250354,159501828.4,3.392568184,5734768.544,76.00507173,165236596.9,2186520,1666455,2163754.616,148,77346724,46580723.7
248,947,72.93463447,180959002.1,3.435477036,7795534.271,76.3701115,188754536.3,2436560,2298205,2435616.589,148,77346724,64219178.25
249,948,76.81203703,184983056.6,0.961604194,1764051.215,77.77364122,186747107.8,2409155,1856960,2401912.084,148,77346724,62713606.83
250,949,75.08891872,152272823.1,3.42336888,5220635.766,78.5122876,157493458.8,2075220,1536150,2046210.049,148,77346724,40773370.13
251,950,73.75797802,143005412.6,3.345710137,7584953.942,77.10368815,150590366.6,1986390,2303385,1999092.857,149,77869337,35073437.91
252,951,72.04870306,110323318,0.955199753,1809513.922,73.00390281,112132831.9,1477245,1901235,1482776.416,150,78391950,5707673.928
253,952,75.06427044,145183607.3,0.954673746,1812773.611,76.01894419,146996380.9,2023525,1893465,2019639.163,151,78914563,31332722.66
254,953,73.70132388,144462020.2,3.440810943,6667062.795,77.14213483,151129083,2019955,1939700,2014327.673,152,79437176,33909636.22
255,954,0,0,0,0,0,0,0,0,0,153,79959789,-79959789
256,955,74.46555782,150298776.1,0.937998654,2008249.776,75.40355647,152307025.9,2113860,2145290,2112136.467,155,81005015,33225254.42
257,956,75.3250409,180689422.6,3.360514958,5488102.313,78.68555586,186177524.9,2389730,1596805,2350741.872,157,82050241,57582902.68
258,957,78.29806008,138912565.1,0.983134947,1931259.397,79.28119502,140843824.5,1847020,1964655,1847119.568,159,83095467,22537401.34
259,958,71.77655087,129996589.3,0.955590753,1733524.211,72.73214163,131730113.5,1909670,1826755,1907306.864,162,84663306,14134279.15
260,959,75.2942471,116713414.3,3.405951364,6930436.393,78.70019846,123643850.7,1529920,2015020,1554320.464,164,85708532,7024356.024
261,960,73.10017743,155812753,3.365638821,6407565.885,76.46581626,162220318.9,2039135,1913975,2036544.454,167,87276371,34388868.15
262,961,75.14083724,215196328.5,0.974510243,1856194.527,76.11534748,217052523,2639140,1921675,2632936.638,169,88321597,74467795.28
263,962,69.63179599,139651917.6,3.381947395,6259331.721,73.01374338,145911249.4,2174165,1889720,2150769.828,172,89889436,19544001.02
264,963,74.09209394,131059493.6,0.947532225,2202423.567,75.03962616,133261917.2,1772295,2309405,1779620.814,175,91457275,8489162.894
265,964,74.13504401,197129323.1,3.36892099,6566062.038,77.503965,203695385.1,2660210,1978865,2624934.432,178,93025114,59746424.86
266,965,75.26259638,160420708,0.977790449,2149759.973,76.24038683,162570468,2090340,2168180,2089625.306,180,94070340,27857510.99
267,966,73.17034567,108917828.9,3.368996112,6681966.734,76.53934179,115599795.6,1517005,1969835,1541634.545,183,95638179,-8938332.311
268,967,70.83870976,104050522.8,0.951236658,2085245.887,71.78994642,106135768.7,1604785,2188480,1610336.447,186,97206018,-17604191.48
269,968,55.48619695,104458095.6,0.1329859,259403.6368,55.61918285,104717499.3,1809325,1980965,1809928.108,189,98773857,-20235732.56
270,969,76.10670807,166884116.9,0.965550653,1736543.417,77.07225873,168620660.3,2141580,1795465,2138197.175,192,100341696,26123799.25
271,970,75.50199872,193240594.7,0.971495909,1872184.557,76.47349463,195112779.2,2409750,1900255,2406834.501,195,101909535,44425049.41
272,971,73.22394426,143995787.5,3.453705524,7320019.357,76.67764978,151315806.9,1889510,2142140,1900787.081,198,103477374,10009481.17
273,972,73.06500689,139156632.1,0.94586117,1536728.976,74.01086807,140693361,1898960,1600760,1895024.824,200,104522600,997420.7789
274,973,75.10207442,192685341.7,3.350065825,6333781.497,78.45214025,199019123.2,2520910,1881880,2497935.594,203,106090439,43173903.38
275,974,73.3789966,119117303.6,0.965490744,1936195.116,74.34448734,121053498.7,1630755,2010365,1635517.202,207,108180891,-17390766.94
276,975,0,0,0,0,0,0,0,0,0,211,110271343,-110271343
277,976,69.08908837,175230899.4,0.924827215,1964439.382,70.01391559,177195338.8,2454340,2079805,2449678.094,215,112361795,20534709.1
278,977,57.1997186,95198396.26,0.722291894,1304265.733,57.92201049,96502661.99,1783705,1823710,1781256.363,219,114452247,-42075250.51
279,978,74.91352381,173321014.5,0.939820438,2221022.796,75.85334425,175542037.3,2272795,2360995,2275610.157,223,116542699,15113828.99
280,979,73.34812977,158459380,0.94867697,1634629.837,74.29680674,160094009.8,2160445,1720040,2154962.445,228,119155764,914743.3404
281,980,0,0,0,0,0,0,0,0,0,233,121768829,-121768829
282,981,0,0,0,0,0,0,0,0,0,237,123859281,-123859281
283,982,62.34099393,144675146.6,3.240597587,5087359.385,65.58159152,149762506,2397710,1548085,2349782.224,242,126472346,-14150466.52
284,983,63.36874255,170493597.3,3.394967302,5519371.113,66.76370985,176012968.4,2778475,1595720,2706543.62,247,129085411,2924315.321
285,984,67.68760607,149172044.9,0.969724392,1632885.001,68.65733046,150804929.9,2267825,1659875,2258642.624,251,131175863,-18072165.57
286,985,61.09307036,154849648.8,0.762528134,1755873.598,61.85559849,156605522.4,2542995,2264675,2537847.617,256,133788928,-16334786.19
287,986,67.97996207,154382329.3,3.428895906,6115245.285,71.40885797,160497574.6,2242310,1778000,2222826.515,260,135879380,-15506199.04
288,987,67.86201991,200160761.4,3.417407147,6424460.212,71.27942705,206585221.6,2915360,1876385,2862289.197,264,137969832,16969084.22
289,988,67.53119419,141965933.6,3.368223051,6316561.324,70.89941724,148282494.9,2066015,1895845,2056079.972,267,139537671,-28325799.82
290,989,69.34671542,138518907.1,3.366727563,5395535.9,72.71344298,143914443,1923705,1643145,1914026.763,270,141105510,-33169677.76
291,990,8.212329141,17771717.04,0.593394887,1134246.739,8.805724027,18905963.78,2294425,1929025,2253618.24,273,142673349,-128493876.2
292,991,67.89546075,109506771.8,0.956192332,1644413.426,68.85165309,111151185.3,1580355,1693755,1581631.257,276,144241188,-60877799.05
293,992,56.12091191,107388648.9,2.604316226,5724160.829,58.72522814,113112809.7,1775900,2195760,1801072.287,279,145809027,-60974419.73
294,993,67.29571626,135158596.1,0.958800627,1986932.999,68.25451689,137145529.1,2096920,2050475,2094582.532,281,146854253,-43995106.2
295,994,68.60106472,176172255.1,3.443804978,6183396.193,72.0448697,182355651.3,2433795,1772050,2405661.472,284,148422092,-11655353.52
296,995,67.57427636,172342791.8,0.146677863,280133.6213,67.72095422,172622925.4,2529310,1890490,2527865.375,286,149467318,-20000123.94
297,996,69.57077216,195034758.8,3.411194869,7162575.989,72.98196703,202197334.8,2730140,2087365,2704235.282,289,151035157,612844.1104
298,997,65.59135359,120693545.2,3.43062795,5825112.718,69.02198154,126518657.9,1877470,1682345,1868195.401,291,152080383,-57191389.58
299,998,67.45377115,110929556.5,0.976100488,1855290.798,68.42987163,112784847.3,1746325,1886885,1747209.284,294,153648222,-69059586.5
300,999,62.17419452,166524400.5,0.965957418,2106528.319,63.14015193,168630928.8,2523535,2185925,2521318.193,296,154693448,-28220251.38
301,1000,70.04007385,159264851.5,3.455038289,6070906.63,73.49511214,165335758.1,2419655,1767990,2382003.469,299,156261287,-32259468.4
302,1001,50.65284163,143555735.5,0.133164266,272859.1304,50.7860059,143828594.6,2832095,2034865,2829819.972,301,157306513,-49435067.04
303,1002,69.08833725,144817996.5,0.952225724,1867869.815,70.04056297,146685866.3,2092265,1930040,2090679.57,303,158351739,-48337339.27
304,1003,66.63790977,123276984.8,3.411768627,6454255.827,70.0496784,129731240.6,1972775,1848175,1960536.392,305,159396965,-62098534.53
305,1004,67.15328597,164894821.8,0.955925971,1803310.3,68.10921194,166698132.1,2421650,1870190,2415072.228,307,160442191,-35418591.92
306,1005,0,0,0,0,0,0,0,0,0,309,161487417,-161487417
307,1006,64.74481556,83430333.94,3.432642107,6730453.925,68.17745767,90160787.87,1217335,1920800,1263300.447,310,162010030,-94389439.1
308,1007,68.19199344,202272791.3,3.306707896,6318254.84,71.49870134,208591046.1,2838990,1913730,2806942.522,312,163055256,-6611971.431
309,1008,16.86295566,40596603.93,0.01699623,29385.54907,16.87995189,40625989.48,2312065,1724835,2311465.259,313,163577869,-133108376.9
310,1009,67.77886865,157607309.1,3.477697269,7195858.25,71.25656592,164803167.4,2314025,2049600,2296837.007,314,164100482,-40498106.48
311,1010,66.19004336,128521126.4,3.388458953,5105759.484,69.57850231,133626885.9,2028705,1496460,1989546.715,315,164623095,-64402930.6
312,1011,64.257827,124962439.7,3.178758048,4869176.331,67.43658505,129831616,1960700,1488655,1935510.399,316,165145708,-67771995.97
313,1012,64.96394436,172029172.4,0.962971605,1845561.774,65.92691597,173874734.2,2664165,1900640,2650890.054,316,165145708,-34739657.34
314,1013,69.7719805,151662075.6,3.359510525,6790583.123,73.13149102,158452658.7,2254420,2011030,2242463.438,316,165145708,-46306213.95
315,1014,65.38376849,141343134.4,0.966018563,2022467.242,66.34978706,143365601.6,2111130,2082745,2110899.021,316,165145708,-57621506.8
316,1015,67.07796901,132154815.6,3.430344475,6580972.189,70.50831348,138735787.8,1916495,1883805,1921914.28,315,164623095,-60571254.15
317,1016,62.2639969,114080866.5,3.238166987,5727853.604,65.50216389,119808720.1,1971165,1753185,1949140.397,315,164623095,-74766554.93
318,1017,67.38313636,174856624.7,3.34616975,6115474.68,70.72930611,180972099.4,2572220,1815975,2543151.786,314,164100482,-28371407.44
319,1018,68.60788334,133278414.2,3.268705694,5790842.548,71.87658903,139069256.7,1891820,1792280,1886446.686,313,163577869,-59275926.45
320,1019,68.21073286,138681343.6,3.368649528,5661848.914,71.57938239,144343192.5,1857555,1750000,1850949.74,313,163577869,-55320474.63
321,1020,69.96299362,180683525.9,3.481507766,6561467.799,73.44450139,187244993.7,2504460,1931825,2475573.182,312,163055256,-22621510.72
322,1021,71.25845276,156138771.5,0.94770849,1831843.339,72.20616125,157970614.9,2139725,1950585,2138000.159,311,162532643,-44054681.86
323,1022,68.96702214,153924751.4,3.35378067,6889851.665,72.32080281,160814603.1,2208815,2013690,2203370.946,310,162010030,-41399077.67
324,1023,66.57376832,89523615.69,3.362507641,6404960.998,69.93627596,95928576.69,1367275,1893780,1390953.7,309,161487417,-89540984.48
325,1024,68.82872923,173867401.4,3.366668694,7786091.013,72.19539793,181653492.4,2375450,2289000,2375418.822,308,160964804,-24724684.7
326,1025,68.34480118,135575322.5,0.988037015,2146622.89,69.3328382,137721945.4,1881320,2146305,1887876.834,308,160964804,-57673344.96
327,1026,69.83688603,111479114.8,3.382065396,6365689.555,73.21895143,117844804.4,1520470,1868090,1536864.235,307,160442191,-72058587.71
328,1027,71.13318471,188979789.4,3.292179688,5975062.367,74.42536439,194954851.7,2591120,1834210,2558923.14,307,160442191,-14226052.2
329,1028,68.68376981,161473947.3,3.363836945,7011957.147,72.04760676,168485904.5,2328935,2067975,2319016.408,307,160442191,-34077762.64
330,1029,71.47431194,149318962.5,3.422255422,5546476.386,74.89656736,154865438.9,2058910,1592465,2042813.036,306,159919578,-43770498.84
331,1030,68.39615303,128083799.3,0.985190875,1887657.148,69.38134391,129971456.5,1874215,1908550,1874741.245,306,159919578,-62440985.65
332,1031,17.69926712,38991827.61,0.017387273,31873.45405,17.71665439,39023701.06,2204545,1839915,2204112.269,306,159919578,-130651802.2
333,1032,68.10989957,144038533.9,0.979222621,1799481.182,69.08912219,145838015.1,2063320,1842855,2061089.166,305,159396965,-50018453.66
334,1033,64.74882446,117981338.2,0.975727158,1861953.805,65.72455162,119843292,1779085,1927310,1784593.53,305,159396965,-69514495.98
335,1034,69.47956397,145037480.4,3.425393844,7647743.617,72.90495782,152685224,2119320,2227435,2124483.978,304,158874352,-44360433.99
336,1035,0,0,0,0,0,0,0,0,0,304,158874352,-158874352
337,1036,52.33309492,159825749.4,0.130631288,286681.8099,52.46372621,160112431.2,3020255,2180780,3017902.803,303,158351739,-38267415.56
338,1037,62.07639544,154063793.5,0.934851253,1738346.63,63.01124669,155802140.1,2584330,1880340,2571434.488,302,157829126,-40977520.9
339,1038,69.34386604,143071228.1,0.937997621,1609846.251,70.28186366,144681074.4,2006620,1725920,2003753.885,302,157829126,-49318320.23
340,1039,67.82709577,168882527.4,0.95301845,1876978.788,68.78011422,170759506.2,2470440,1977675,2463480.86,301,157306513,-29236883.32
341,1040,67.88373501,133191317.5,3.398324017,7374631.588,71.28205902,140565949,2112425,2178120,2105718.715,301,157306513,-51882051.21
342,1041,70.17940544,120763992.7,0.97714161,1692504.176,71.15654705,122456496.9,1666560,1718255,1667781.214,300,156783900,-64941527.34
343,1042,69.02692791,140685927.8,3.438057022,5662587.893,72.46498493,146348515.7,1998115,1608950,1984429.87,299,156261287,-46499900.22
344,1043,0,0,0,0,0,0,0,0,0,299,156261287,-156261287
345,1044,69.12026709,132219488.5,0.971850433,2111264.007,70.09211752,134330752.5,1932560,2182425,1934676.364,298,155738674,-54990609.62
346,1045,68.00317303,170467949.2,3.307689374,6879137.845,71.31086241,177347087.1,2460465,2079140,2444572.715,298,155738674,-22728358.71
347,1046,3.087607206,4867671.723,0,0,3.087607206,4867671.723,1530515,0,1530515,297,155216061,-151565307.2
348,1047,68.73293752,162228439.9,3.462839503,6056005.346,72.19577702,168284445.2,2290225,1745975,2266741.8,296,154693448,-28480114.07
349,1048,69.96964378,171370317.4,0.144719099,305725.4423,70.11436287,171676042.9,2315740,2077600,2315624.842,296,154693448,-25936415.85
350,1049,67.55966504,141802378.7,0.987100837,2060900.191,68.54676588,143863278.9,2263695,2131955,2256502.961,296,154693448,-46795988.8
351,1050,69.82209073,162682650.5,3.429516114,6830367.722,73.25160685,169513018.2,2401070,2004975,2380028.719,295,154170835,-27036071.35
352,1051,67.99663605,148583545.4,3.391435092,6461124.605,71.38807115,155044670,2173885,1910440,2164142.768,295,154170835,-37887332.48
353,1052,63.61085079,93574169.07,3.198003061,5889527.779,66.80885385,99463696.85,1644475,1798755,1646749.006,294,153648222,-79050449.36
354,1053,71.78860032,177830610.2,3.385639196,7018516.779,75.17423951,184849127,2454795,2073050,2435581.268,294,153648222,-15011376.74
355,1054,68.72798246,154251812.9,3.354768956,7368446.271,72.08275141,161620259.1,2304540,2162860,2302821.514,293,153125609,-31910414.65
356,1055,63.86977708,151145485.9,3.407335728,6174402.862,67.27711281,157319888.8,2470860,1804460,2436659.811,293,153125609,-35135692.39
357,1056,66.90180501,123031241.6,3.371003639,6811826.85,70.27280865,129843068.4,1867180,2016000,1878583.991,292,152602996,-55220694.67
358,1057,67.94930596,118059417.1,0.966244148,1737255.955,68.91555011,119796673.1,1715700,1822240,1718417.128,292,152602996,-62755491.19
359,1058,64.41123423,135474972.7,3.245354982,6698667.757,67.65658922,142173640.4,2012710,2044035,2021721.676,291,152080383,-45450152.67
360,1059,68.46638945,214744565.5,3.403230448,5578807.506,71.8696199,220323373,3092180,1631455,3020000.804,290,151557770,13684759.73
361,1060,70.8153519,149113935.4,3.391312764,8199468.72,74.20666466,157313404.1,2096990,2405410,2108725.279,290,151557770,-33572716.91
362,1061,67.68187052,121310161,3.475501367,6643559.904,71.15737189,127953720.9,1837185,1943480,1843582.705,289,151035157,-55069866.36
363,1062,69.97882759,132845463.3,3.445451673,5471758.514,73.42427926,138317221.8,1839215,1578045,1832475.69,288,150512544,-46774627.63
364,1063,69.16125939,112404479.8,3.417037092,6128283.653,72.57829648,118532763.5,1612450,1837955,1622034.717,287,149989931,-61090358.41
365,1064,68.61953156,164510064.1,3.355540582,5449505.911,71.97507214,169959570,2349515,1665720,2313378.339,286,149467318,-21997640.48
366,1065,64.01734557,175234411.6,3.235304145,6036039.658,67.25264971,181270451.3,2856910,1864765,2804979.43,285,148944705,-12991866.54
367,1066,70.42978024,134531060.6,3.448880173,6271689.069,73.87866041,140802749.7,1875090,1788255,1876940.235,284,148422092,-42820029.74
368,1067,0,0,0,0,0,0,0,0,0,283,147899479,-147899479
369,1068,0,0,0,0,0,0,0,0,0,282,147376866,-147376866
370,1069,66.75784852,121541412.7,3.397526734,7004514.775,70.15537525,128545927.4,2101120,2081905,2080535.772,281,146854253,-50444807.43
371,1070,66.72004019,167704518.1,0.965954529,1922077.048,67.68599472,169626595.1,2404465,1971130,2399813.685,280,146331640,-19111693.65
372,1071,70.42891274,155512004.8,3.385368775,7406702.409,73.81428152,162918707.2,2161075,2189565,2162224.734,279,145809027,-23619996.59
373,1072,71.4892537,173296461.9,3.343929381,6905557.084,74.83318308,180202019,2382415,2045505,2365966.724,278,145286414,-10134899.73
374,1073,68.20687586,126386872.3,3.439602864,8106932.319,71.64647873,134493804.6,1768760,2333940,1795503.343,276,144241188,-43370834.56
375,1074,69.42054532,208048653.6,0.98360254,1920219.802,70.40414786,209968873.4,3100335,1958145,3082997.924,275,143718575,13758080.03
376,1075,69.79843981,109079375.5,3.439992369,6043994.179,73.23843218,115123369.7,1564045,1764350,1576504.475,274,143195962,-56853434.7
377,1076,67.51737938,110429716.6,3.434595251,6798186.01,70.95197463,117227902.6,1456490,1953315,1493916.913,272,142150736,-54229809.08
378,1077,67.72230763,124521612.6,3.360369521,6752915.635,71.08267715,131274528.2,1824340,2068815,1836560.118,271,141628123,-43172226.82
379,1078,69.71504395,146094868.4,3.355152831,5890263.907,73.07019678,151985132.4,2107945,1826090,2089951.625,269,140582897,-26594047.74
380,1079,71.05018736,154626175,3.370598642,5710160.232,74.420786,160336335.2,2268700,1664600,2231491.154,268,140060284,-19808032.58
381,1080,72.67721369,162153063.8,3.430539306,6880550.455,76.107753,169033614.3,2168775,1983030,2165706.93,266,139015058,-12239847.28
382,1081,68.41085406,149076736.2,3.365828089,6131250.771,71.77668215,155207986.9,2250395,1815240,2229231.512,265,138492445,-22086454.81
383,1082,69.62782981,138932951.4,3.404336859,6259406.544,73.03216667,145192357.9,1983135,1860040,1978076.297,263,137447219,-28552950.56
384,1083,67.965871,155287944.7,3.385629153,6479180.977,71.35150015,161767125.7,2343705,1912050,2326496.576,261,136401993,-15076648.74
385,1084,67.48437521,130247760.6,3.412492867,7594230.354,70.89686807,137841991,1818250,2217145,1842974.298,259,135356767,-31975273.79
386,1085,70.77044009,200526061.5,0.968882061,2200845.964,71.73932215,202726907.5,2754115,2268140,2748487.727,257,134311541,17733639.61
387,1086,69.92885297,176973300.4,3.428316513,7020345.643,73.35716948,183993646,2534280,2027025,2512427.956,255,133266315,4728919.499
388,1087,71.28296056,142374220.1,3.421717801,6655617.981,74.70467836,149029838,2028530,1944040,2021792.374,252,131698476,-19926097.47
389,1088,68.43720386,138438833.7,3.374702542,6284946.846,71.8119064,144723780.6,2059645,1840685,2046827.341,250,130653250,-22110414.57
390,1089,67.44778296,137211967.7,3.433553931,7319517.297,70.88133689,144531485,2208395,2142210,2189910.128,247,129085411,-20686797.27
391,1090,73.37212845,152731531.2,0.973222521,2012961.189,74.34535097,154744492.4,2009245,2057755,2011099.82,245,128040185,-11981815.7
392,1091,0,0,0,0,0,0,0,0,0,242,126472346,-126472346
393,1092,69.18607154,155646486.9,0.97271732,1698320.494,70.15878886,157344807.4,2274580,1702155,2267207.709,240,125427120,-7418514.465
394,1093,71.9997881,189429494,0.952361621,2222856.275,72.95214972,191652350.3,2536135,2398585,2535033.418,237,123859281,19879981.74
395,1094,0,0,0,0,0,0,0,0,0,235,122814055,-122814055
396,1095,70.20497451,153510775.2,3.467745594,7574186.808,73.67272011,161084962,2236535,2243465,2231060.155,232,121246216,-432494.4637
397,1096,62.89822064,129476212.2,3.25928062,5730514.864,66.15750126,135206727.1,2018240,1801240,2006078.195,230,120200990,-18795944.67
398,1097,70.16163806,152119539.5,3.461926722,5638126.606,73.62356478,157757666.1,2054815,1604295,2040622.72,228,119155764,-837514.3896
399,1098,13.99651604,21979958.73,0.01711664,35418.7466,14.01363268,22015377.48,1648640,2070635,1649151.788,226,118110538,-101599004.9
400,1099,52.55717263,143263923.2,0.128636951,207573.6495,52.68580958,143471496.9,2792055,1619485,2788695.752,224,117065312,-9461689.334
401,1100,74.8199776,199184011,0.964479335,1830903.735,75.78445693,201014914.7,2732065,1863890,2720329.726,222,116020086,34741100.02
402,1101,75.49168149,82666162.26,3.394610416,7682773.963,78.8862919,90348936.22,1101975,2244585,1152825.422,220,114974860,-47213157.83
403,1102,67.73458854,140430153.1,3.179969625,4455997.424,70.91455817,144886150.6,1996190,1416660,1970302.629,218,113929634,-5265021.078
404,1103,69.89073353,157316678.8,0.916564703,1712954.742,70.80729823,159029633.5,2221835,1849610,2219953.391,216,112884408,6387817.126
405,1104,73.2945743,158340871.4,3.418582553,7226000.027,76.71315686,165566871.5,2141055,2137730,2137128.905,214,111839182,12335971.6
406,1105,75.76250007,141058339.3,3.365323865,5700194.794,79.12782394,146758534.1,1988350,1663025,1973332.502,211,110271343,-202442.4044
407,1106,70.17517608,205807436.8,0.94644671,1582951.409,71.12162279,207390388.2,2996070,1684830,2977365.522,209,109226117,46316674.15
408,1107,75.32859061,172454419.2,3.394628195,6226295.626,78.7232188,178680714.8,2186345,1864450,2175657.605,206,107658278,26352258.11
409,1108,75.43611022,163195056,0.976941268,1833178.67,76.41305148,165028234.6,2012360,1856890,2012764.089,204,106613052,17158123.97
410,1109,71.17931778,144103368.5,3.440269497,5442034.711,74.61958727,149545403.2,2015755,1560615,1992501.17,201,105045213,7113839.407
411,1110,75.48686146,175166473.2,3.515658279,8040068.96,79.00251974,183206542.2,2316965,2312625,2317239.512,199,103999987,33404919.63
412,1111,74.38691704,144253579.8,0.966982943,2057399.325,75.35389998,146310979.2,2098425,2138605,2096059.682,197,102954761,6778473.372
413,1112,73.89085351,165486836.6,3.393266389,7124003.098,77.2841199,172610839.7,2305065,2099160,2292324.962,195,101909535,27548594.78
414,1113,71.56609625,180652826.2,0.951401872,1817498.312,72.51749813,182470324.5,2592380,1852620,2582293.802,192,100341696,36511047.4
415,1114,25.43426039,56784863.6,1.542869578,2776539.496,26.97712997,59561403.1,2270100,1789620,2235786.441,191,99819083,-55148030.68
416,1115,58.24174249,126872177,2.632105418,5551179.454,60.8738479,132423356.4,2143330,2112355,2142333.726,189,98773857,543660.326
417,1116,72.81642419,163092555,3.433395473,6220323.512,76.24981967,169312878.5,2373280,1790985,2336754.265,187,97728631,29256027.87
418,1117,68.26703966,140754587.2,3.174093646,6080504.866,71.44113331,146835092.1,2089535,1949045,2077156.38,186,97206018,12920301.04
419,1118,17.52121185,37529142.77,0.812448048,1486287.231,18.3336599,39015430,2031925,1821680,2027734.093,184,96160792,-66899219.5
420,1119,56.6022704,130192036.8,0.708264329,1556679.056,57.31053473,131748715.8,2350530,2205945,2349159.949,183,95638179,3173357.881
421,1120,56.27836219,112252189,2.658826031,5097940.308,58.93718822,117350129.3,1979285,1896545,1978101.315,182,95115566,-7102969.004
422,1121,10.9187234,25402257.06,0.060414951,111538.4384,10.97913835,25513795.5,2291170,1867460,2288251.401,182,95115566,-75980219.38
423,1122,76.91386873,122963847.7,3.482898128,7726586.152,80.39676686,130690433.9,1788080,2169510,1793537.421,181,94592953,3424872.424
424,1123,74.23973092,131856721.9,3.465464361,5608368.806,77.70519529,137465090.7,1875405,1623125,1859284.949,180,94070340,9028478.053
425,1124,74.18280245,158997663.5,3.454974129,5949230.285,77.63777658,164946893.8,2072980,1754830,2057783.232,180,94070340,29639830.34
426,1125,75.89056366,169789069.9,3.446565471,6665709.533,79.33712913,176454779.4,2077075,1898715,2075362.141,179,93547727,38793357.58
427,1126,0,0,0,0,0,0,0,0,0,179,93547727,-93547727
428,1127,76.90696796,178278826.8,0.947348652,1960588.111,77.85431662,180239415,2261035,2078300,2257522.894,178,93025114,42154447.22
429,1128,75.00269497,126572630.1,3.481935573,8043867.263,78.48463054,134616497.4,1675625,2342795,1705977.681,178,93025114,7937259.03
